DATATYPE	N_SAMPLES	N_FEATURES	N_NEIGHBORS	N_COMPONENTS	TIME_ISOMAP	TIME_METRICS	SCORE_JACCARD
moons	1000	25	200	25	0.14255605999642285	0.21188903499569278	0.7618815596237741
moons	1000	25	200	25	0.12639386199589353	0.21007935699890368	0.7618815596237741
moons	1000	25	200	25	0.1360860050044721	0.2116562299997895	0.7618815596237741
moons	1000	25	200	25	0.12945197799854213	0.20948583599965787	0.7618815596237741
moons	1000	25	200	25	0.13282275199890137	0.21147287100029644	0.7618815596237741
