DATATYPE	N_SAMPLES	N_FEATURES	N_NEIGHBORS	N_COMPONENTS	TIME_ISOMAP	TIME_METRICS	SCORE_JACCARD
blobs	1000	25	200	25	0.45447830900229746	0.24101257199799875	0.7910179476481772
blobs	1000	25	200	25	0.4247291729989229	0.2379618390041287	0.7910179476481772
blobs	1000	25	200	25	0.422449472003791	0.23573806599597447	0.7910179476481772
blobs	1000	25	200	25	0.42587165599979926	0.2344324930018047	0.7910179476481772
blobs	1000	25	200	25	0.41002247700089356	0.23546815900044749	0.7910179476481772
